# Ampl.	Prompt  	(Prompt x AP)	AP for reference only
# -----	------- 	--------     	--------
0.08897194966656895	0.3620361314606519	0.37169241993107865	0.009656288470426789
0.1779438993331379	0.4122046696999375	0.4218609581703643	0.009656288470426789
0.26691584899970683	0.4628002698686795	0.47245655833910627	0.009656288470426789
0.3558877986662758	0.5136206394739774	0.5232769279444042	0.009656288470426789
0.44485974833284475	0.5576979259825974	0.5673542144530241	0.009656288470426789
0.5338316979994137	0.5986958712104005	0.6083521596808272	0.009656288470426789
0.6228036476659826	0.6293544223566307	0.6390107108270575	0.009656288470426789
0.7117755973325516	0.6517864121249135	0.6614427005953403	0.009656288470426789
0.8007475469991205	0.6712289683870021	0.6808852568574288	0.009656288470426789
0.8897194966656895	0.6661941330081491	0.6758504214785759	0.009656288470426789
0.9786914463322585	0.657832709968268	0.6674889984386948	0.009656288470426789
1.0676633959988273	0.6295117609622197	0.6391680494326465	0.009656288470426789
1.1566353456653964	0.5971449620981645	0.6068012505685912	0.009656288470426789
1.2456072953319652	0.5610694675309363	0.5707257560013631	0.009656288470426789
1.3345792449985343	0.506225725011287	0.5158820134817138	0.009656288470426789
1.4235511946651032	0.45736084950402595	0.4670171379744527	0.009656288470426789
1.512523144331672	0.4096422981231998	0.41929858659362657	0.009656288470426789
1.601495093998241	0.36129439232001714	0.3709506807904439	0.009656288470426789
1.69046704366481	0.30658551146230156	0.31624179993272833	0.009656288470426789
1.779438993331379	0.26100226972875706	0.27065855819918383	0.009656288470426789
1.8684109429979479	0.21730709126228231	0.2269633797327091	0.009656288470426789
1.957382892664517	0.175971991879645	0.18562828035007178	0.009656288470426789
2.0463548423310858	0.1415373141992751	0.1511936026697019	0.009656288470426789
2.1353267919976546	0.11153059441905726	0.12118688288948405	0.009656288470426789
2.2242987416642235	0.08446835425772206	0.09412464272814886	0.009656288470426789
2.3132706913307928	0.06450882829155466	0.07391852226577798	0.009409693974223325
2.4022426409973616	0.0498313840844518	0.058390690106512155	0.008559306022060365
2.4912145906639305	0.03571586346873879	0.043501634162235306	0.007785770693496523
2.5801865403304993	0.025893439091244228	0.03297558163124393	0.007082142539999705
2.6691584899970686	0.0189705404453213	0.02541264424357078	0.006442103798249483
2.7581304396636375	0.012564611503477019	0.018424519167439694	0.005859907663962678
2.8471023893302063	0.008900869687615203	0.014231196379882932	0.005330326692267733
2.936074338996775	0.006383451998188682	0.011232057859511825	0.00484860586132315
3.025046288663344	0.0039334651397289425	0.008343885017474842	0.0044104198777459025
3.1140182383299133	0.0028545718442604317	0.006866406184762574	0.004011834340502144
3.202990187996482	0.0021128327036258323	0.005762103118182838	0.0036492704145570124
3.291962137663051	0.0008990777462237582	0.004218550443317784	0.0033194726970940305
3.38093408732962	0.0007866930279457882	0.003806173015725838	0.0030194799877800525
3.469906036996189	0.00047201581676747337	0.003218614517394159	0.0027465987006266884
3.558877986662758	0.00031467721117831547	0.002813055889895928	0.002498378678717616
3.647849936329327	0.0011238471827796977	0.0033964383774258474	0.0022725911946461534
3.7368218859958957	0.000044953887311187905	0.0021121628264437393	0.0020672089391325543
3.8257938356624646	0.000022476943655593953	0.0019028647617976508	0.0018803878181420574
3.914765785329034	0.000027626987410534185	0.0017380773824735365	0.0017104503950630054
4.003737734995602	0.000015009156850120716	0.001570879986125066	0.0015558708292749465
4.0927096846621716	8.003951880781585e-6	0.001423265127753431	0.0014152611758726506
4.181681634328741	4.189652938355721e-6	0.0012915485764717698	0.0012873589235334153
