# Ampl.	Prompt  	(Prompt x AP)	AP for reference only
# -----	------- 	--------     	--------
0.1245518213857235	0.2817813871326069	0.2914376756030337	0.009656288470426789
0.249103642771447	0.4072769699674871	0.41693325843791385	0.009656288470426789
0.3736554641571705	0.4674339542440284	0.47709024271445516	0.009656288470426789
0.498207285542894	0.5167178982016386	0.5263741866720654	0.009656288470426789
0.6227591069286175	0.5592948068772321	0.5689510953476589	0.009656288470426789
0.747310928314341	0.6433310526324687	0.6529873411028955	0.009656288470426789
0.8718627497000645	0.7678110262224661	0.7774673146928929	0.009656288470426789
0.996414571085788	0.8107933757428547	0.8204496642132815	0.009656288470426789
1.1209663924715114	0.7640512648835047	0.7737075533539315	0.009656288470426789
1.245518213857235	0.6928181184390555	0.7024744069094823	0.009656288470426789
1.3700700352429585	0.5901861878379879	0.5998424763084147	0.009656288470426789
1.494621856628682	0.4770874606159423	0.4867437490863691	0.009656288470426789
1.6191736780144055	0.3701875626268929	0.37984385109731966	0.009656288470426789
1.743725499400129	0.2578001633028442	0.267456451773271	0.009656288470426789
1.8682773207858525	0.154558064301689	0.1642143527721158	0.009656288470426789
1.992829142171576	0.10171748085409399	0.11137376932452078	0.009656288470426789
2.1173809635572995	0.08058156861631918	0.09023785708674598	0.009656288470426789
2.241932784943023	0.045117537494116525	0.05477382596454331	0.009656288470426789
2.3664846063287466	0.019408653953631796	0.02864334239700208	0.009234688443370274
2.49103642771447	0.010669677614007281	0.018757556576170096	0.008087878962162811
2.6155882491001936	0.004267871045602913	0.011351357024337516	0.0070834859787345964
2.740140070485917	0.002438786895429485	0.008642610400413291	0.006203823504983804
2.8646918918716406	0.002184748099171918	0.007618149985832384	0.005433401886660462
2.989243713257364	0.000711312643786977	0.005469967695506182	0.004758655051719201
3.1137955346430877	0.0003048481612153961	0.0044725497915416735	0.004167701630326274
3.238347356028811	0.0001461917753304562	0.0037963275155011955	0.0036501357401707395
3.3628991774145347	0.00006370565517471593	0.0032605494082695702	0.0031968437530948517
3.487450998800258	0.0000269120271361623	0.002826755843690652	0.0027998438165544896
3.6120028201859817	0.000011021183075991143	0.002463166487177694	0.002452145304101702
3.736554641571705	4.375456800593293e-6	0.0021520011768051115	0.002147625720004516
3.8611064629574288	1.6839607441912378e-6	0.001882606851206652	0.0018809228904624585
3.985658284343152	6.282809693502181e-7	0.0016479688240218036	0.001647340543052452
4.110210105728876	2.2724232610574178e-7	0.001442992854114227	0.0014427656117881184
4.234761927114599	7.967790863622776e-8	0.0012636754895562275	0.00126359581164759
4.359313748500322	2.7083201791462394e-8	0.0011067032904579826	0.00110667620725619
4.483865569886046	8.92432677175123e-9	0.0009692525831119577	0.0009692436587851852
4.60841739127177	2.8507839263942753e-9	0.0008488810176186988	0.000848878166834771
4.732969212657493	8.828085243569898e-10	0.0007434611423596968	0.0007434602595511725
4.8575210340432164	2.650221139074974e-10	0.0006511339366453157	0.0006511336716232012
4.98207285542894	7.712782572659814e-11	0.0005702727351142326	0.0005702726579864065
5.106624676814664	2.175972700579049e-11	0.0004994533884335283	0.0004994533666738003
5.231176498200387	5.9512634431106035e-12	0.000437428772679442	0.00043742876672817814
5.3557283195861105	1.5778956817588242e-12	0.0003831066912687159	0.00038310668969081984
5.480280140971834	4.05565289750558e-13	0.0003355305984127669	0.00033553059800720095
5.604831962357558	1.0105473074119675e-13	0.0002938627418086626	0.0002938627417076073
