# Updated measurements received from Yusuke in an e-mail on the 7th of March, 2022.
# Please see comments in the README file in
# 
# https://gitlab.cta-observatory.org/cta-science/simulations/simulation-model/verification/data-from-instrument-teams/lst/optics/mirror-reflectivity/-/blob/master/README.md
# 
# Wavelength [nm], Reflectivity, Uncertainty
200 0.21831 0.0367512
205 0.307915 0.0394443
210 0.410969 0.0489169
215 0.50581 0.0509021
220 0.577232 0.0479346
225 0.625103 0.044725
230 0.654198 0.0431372
235 0.671938 0.042939
240 0.682225 0.0435132
245 0.68939 0.0445375
250 0.705147 0.122443
251 0.709278 0.121356
252 0.713348 0.120114
253 0.717311 0.118737
254 0.721219 0.117229
255 0.725073 0.115593
256 0.728854 0.113791
257 0.732524 0.111845
258 0.736088 0.109796
259 0.739657 0.107652
260 0.743231 0.105437
261 0.7468 0.103095
262 0.75027 0.100686
263 0.753695 0.0982121
264 0.757143 0.095726
265 0.760554 0.0932143
266 0.763919 0.0906228
267 0.76723 0.088016
268 0.770525 0.0854098
269 0.773766 0.0827929
270 0.776972 0.0801449
271 0.780229 0.0774893
272 0.783304 0.0748386
273 0.786384 0.0722184
274 0.789405 0.0696504
275 0.79241 0.0671206
276 0.795418 0.0646108
277 0.798274 0.0621061
278 0.801062 0.0596642
279 0.803831 0.0572745
280 0.806662 0.0549196
281 0.809364 0.0526228
282 0.812007 0.0503889
283 0.814547 0.0482874
284 0.817057 0.0462443
285 0.819562 0.0442778
286 0.822058 0.0423617
287 0.824482 0.0405221
288 0.826855 0.0387745
289 0.829198 0.0370632
290 0.831436 0.0354657
291 0.833669 0.0339313
292 0.835747 0.0324531
293 0.837913 0.0310628
294 0.839936 0.0297431
295 0.842002 0.0285289
296 0.843948 0.0273845
297 0.845862 0.0263185
298 0.847707 0.0252829
299 0.849497 0.0243121
300 0.851333 0.0234202
301 0.853176 0.0225864
302 0.855005 0.0218121
303 0.856729 0.0210958
304 0.858442 0.0204531
305 0.860067 0.0198917
306 0.861655 0.0193379
307 0.86327 0.0188478
308 0.864857 0.0183737
309 0.866413 0.0179227
310 0.867919 0.0175434
311 0.869388 0.0172223
312 0.870805 0.0169282
313 0.872296 0.0166357
314 0.873655 0.0163977
315 0.874966 0.0161933
316 0.876328 0.0159847
317 0.87763 0.0157846
318 0.878922 0.0156365
319 0.880129 0.015544
320 0.88134 0.0154179
321 0.882593 0.0152893
322 0.883728 0.015164
323 0.884895 0.0150692
324 0.88604 0.0150069
325 0.887094 0.0149386
326 0.888215 0.0148481
327 0.889289 0.0147597
328 0.890327 0.0146549
329 0.891356 0.0146228
330 0.892346 0.0145164
331 0.893281 0.014457
332 0.894254 0.0143957
333 0.895236 0.0143488
334 0.896115 0.0142703
335 0.897003 0.0141917
336 0.897879 0.0141108
337 0.898827 0.0139963
338 0.89963 0.0139636
339 0.900414 0.0139374
340 0.901119 0.0139905
341 0.90275 0.0138774
342 0.903459 0.0138042
343 0.904168 0.0137153
344 0.904869 0.0136039
345 0.905608 0.0135029
346 0.906318 0.0133987
347 0.907008 0.0133187
348 0.9077 0.0132497
349 0.908327 0.0131638
350 0.908918 0.0130532
351 0.90956 0.0129821
352 0.910238 0.0128781
353 0.910918 0.0128373
354 0.911496 0.0127213
355 0.912019 0.0126385
356 0.912508 0.0125169
357 0.913049 0.012452
358 0.913553 0.0123879
359 0.914024 0.0123189
360 0.914373 0.0122054
361 0.914622 0.0121273
362 0.914904 0.0120462
363 0.915178 0.0119774
364 0.915495 0.011901
365 0.915816 0.0117894
366 0.916148 0.0117062
367 0.916344 0.0116421
368 0.916592 0.0115965
369 0.91673 0.0115693
370 0.916948 0.0115182
371 0.917711 0.0112819
372 0.917959 0.0111951
373 0.918206 0.0111439
374 0.918442 0.0110768
375 0.918607 0.0110472
376 0.918857 0.0109649
377 0.919095 0.0108843
378 0.919418 0.0108025
379 0.919624 0.0107099
380 0.91983 0.0106389
381 0.920005 0.0105696
382 0.920213 0.0105166
383 0.920406 0.0104429
384 0.920643 0.0103729
385 0.9209 0.0103163
386 0.921025 0.0102815
387 0.921218 0.0102253
388 0.92135 0.0101531
389 0.921638 0.0100919
390 0.921813 0.0100389
391 0.921983 0.00999887
392 0.922114 0.00994304
393 0.92228 0.00989018
394 0.922465 0.0098323
395 0.922711 0.00979645
396 0.922871 0.00975911
397 0.923016 0.00972035
398 0.9231 0.00970187
399 0.923182 0.00965602
400 0.923273 0.00960855
401 0.923304 0.00956415
402 0.923382 0.00953374
403 0.923343 0.00948238
404 0.923384 0.00944888
405 0.923316 0.00945212
406 0.923317 0.00944588
407 0.92319 0.00942619
408 0.923137 0.00935695
409 0.923093 0.00933623
410 0.923019 0.00932091
411 0.922946 0.00931793
412 0.922796 0.00929081
413 0.922679 0.00926762
414 0.922581 0.00923792
415 0.922494 0.00920277
416 0.922408 0.00917839
417 0.922282 0.00915705
418 0.922142 0.00913708
419 0.921979 0.00914309
420 0.921827 0.00916312
421 0.921858 0.00911928
422 0.921681 0.00909243
423 0.92142 0.00904366
424 0.921203 0.00902935
425 0.920947 0.009015
426 0.920686 0.00902509
427 0.920401 0.00903154
428 0.920098 0.00904135
429 0.919836 0.00905134
430 0.919582 0.00906245
431 0.919331 0.00906657
432 0.919042 0.00906405
433 0.918755 0.00907424
434 0.918508 0.00907306
435 0.918314 0.00905824
436 0.918102 0.00906013
437 0.917903 0.00905306
438 0.917698 0.00905769
439 0.917518 0.00907652
440 0.917352 0.00910832
441 0.917165 0.00911425
442 0.916977 0.00911833
443 0.916758 0.00911062
444 0.91655 0.00912842
445 0.916351 0.00913746
446 0.916163 0.00916134
447 0.915965 0.00918401
448 0.91575 0.00921712
449 0.915521 0.00923734
450 0.915227 0.00924393
451 0.914897 0.0092604
452 0.914566 0.0092775
453 0.914179 0.0093086
454 0.91384 0.00933828
455 0.913471 0.00937028
456 0.913137 0.0094018
457 0.912698 0.00944377
